run_id,model,study,condition,outcome,frame,P_post,GR_post,Reckless,Negligent,Blame,Punish
5ba35b99,gpt4o,1,datacenter_cooling_good,neutral,juror,10.0,85.0,2.0,2.0,2.0,1
5ba35b99,gpt4o,1,swimming_pool_drain_good,neutral,juror,10.0,80.0,3.0,5.0,4.0,2.0
5ba35b99,gpt4o,1,swimming_pool_drain_good,neutral,juror,20.0,80.0,3.0,4.0,3.0,2.0
5ba35b99,gpt4o,1,swimming_pool_drain_bad,bad,juror,30.0,70.0,6.0,7.0,6.0,5.0
5ba35b99,gpt4o,1,swimming_pool_drain_bad,bad,juror,10.0,40.0,6.0,7.0,6.0,5.0
5ba35b99,gpt4o,1,swimming_pool_drain_bad,bad,juror,15.0,60.0,5.0,6.0,6.0,5.0
5ba35b99,gpt4o,1,chemical_valve_leak_good,neutral,juror,20.0,80.0,3.0,4.0,3.0,2.0
5ba35b99,gpt4o,1,chemical_valve_leak_bad,bad,juror,60.0,30.0,6.0,7.0,7.0,6.0
5ba35b99,gpt4o,1,chemical_valve_leak_good,neutral,juror,20.0,80.0,2.0,3.0,2.0,1
5ba35b99,gpt4o,1,chemical_valve_leak_good,neutral,juror,20.0,85.0,3.0,4.0,2.0,1
5ba35b99,gpt4o,1,chemical_valve_leak_bad,bad,juror,60.0,40.0,6.0,7.0,7.0,6.0
5ba35b99,gpt4o,1,drone_delivery_battery_good,neutral,juror,40.0,70.0,3.0,4.0,3.0,1
5ba35b99,gpt4o,1,chemical_valve_leak_bad,bad,juror,40.0,40.0,6.0,7.0,6.0,6.0
5ba35b99,gpt4o,1,drone_delivery_battery_good,neutral,juror,20.0,80.0,2.0,3.0,2.0,1
5ba35b99,gpt4o,1,drone_delivery_battery_good,neutral,juror,20.0,75.0,3.0,3.0,2.0,1
5ba35b99,gpt4o,1,drone_delivery_battery_bad,bad,juror,70.0,30.0,7.0,7.0,6.0,5.0
5ba35b99,gpt4o,1,drone_delivery_battery_bad,bad,juror,70.0,40.0,6.0,6.0,6.0,5.0
5ba35b99,gpt4o,1,drone_delivery_battery_bad,bad,juror,60.0,40.0,6.0,6.0,6.0,5.0
5ba35b99,gpt4o,1,movie_set_rigging_good,neutral,juror,10.0,90.0,2.0,3.0,2.0,1
5ba35b99,gpt4o,1,movie_set_rigging_bad,bad,juror,30.0,60.0,6.0,6.0,6.0,5.0
5ba35b99,gpt4o,1,movie_set_rigging_good,neutral,juror,5.0,85.0,2.0,3.0,2.0,1
5ba35b99,gpt4o,1,movie_set_rigging_bad,bad,juror,20.0,60.0,6.0,7.0,6.0,5.0
5ba35b99,gpt4o,1,movie_set_rigging_bad,bad,juror,20.0,70.0,5.0,6.0,6.0,5.0
5ba35b99,gpt4o,1,movie_set_rigging_good,neutral,juror,10.0,80.0,3.0,3.0,2.0,1
5ba35b99,sonnet4,1,traffic_good,neutral,juror,5.0,85.0,4.0,5.0,4.0,3.0
5ba35b99,sonnet4,1,traffic_good,neutral,juror,5.0,85.0,4.0,3.0,3.0,2.0
5ba35b99,sonnet4,1,flood_bad,bad,juror,25.0,70.0,5.0,6.0,5.0,5.0
5ba35b99,sonnet4,1,flood_good,neutral,juror,25.0,75.0,2.0,3.0,2.0,1.0
5ba35b99,sonnet4,1,traffic_good,neutral,juror,5.0,85.0,4.0,5.0,3.0,2.0
5ba35b99,sonnet4,1,flood_bad,bad,juror,25.0,65.0,6.0,6.0,6.0,6.0
5ba35b99,sonnet4,1,flood_good,neutral,juror,25.0,75.0,2.0,3.0,2.0,1.0
5ba35b99,sonnet4,1,flood_good,neutral,juror,25.0,75.0,2.0,3.0,2.0,1.0
5ba35b99,sonnet4,1,flood_bad,bad,juror,25.0,65.0,6.0,6.0,6.0,6.0
5ba35b99,sonnet4,1,traffic_bad,bad,juror,15.0,75.0,6.0,6.0,5.0,5.0
5ba35b99,sonnet4,1,traffic_bad,bad,juror,15.0,75.0,6.0,6.0,5.0,4.0
5ba35b99,sonnet4,1,traffic_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,5.0
5ba35b99,sonnet4,1,warehouse_fire_good,neutral,juror,5.0,75.0,4.0,5.0,4.0,3.0
5ba35b99,sonnet4,1,warehouse_fire_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,warehouse_fire_good,neutral,juror,5.0,75.0,4.0,5.0,4.0,3.0
5ba35b99,sonnet4,1,warehouse_fire_good,neutral,juror,5.0,75.0,4.0,5.0,4.0,3.0
5ba35b99,sonnet4,1,warehouse_fire_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,warehouse_fire_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,ski_resort_avalanche_good,neutral,juror,15.0,75.0,3.0,4.0,3.0,2.0
5ba35b99,sonnet4,1,ski_resort_avalanche_good,neutral,juror,15.0,75.0,3.0,4.0,3.0,2.0
5ba35b99,sonnet4,1,ski_resort_avalanche_good,neutral,juror,15.0,75.0,3.0,4.0,3.0,2.0
5ba35b99,sonnet4,1,hospital_backup_generator_good,neutral,juror,15.0,75.0,5.0,4.0,4.0,3.0
5ba35b99,sonnet4,1,ski_resort_avalanche_bad,bad,juror,25.0,75.0,6.0,6.0,6.0,5.0
5ba35b99,sonnet4,1,hospital_backup_generator_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,ski_resort_avalanche_bad,bad,juror,25.0,75.0,6.0,6.0,6.0,5.0
5ba35b99,sonnet4,1,hospital_backup_generator_good,neutral,juror,15.0,75.0,4.0,5.0,4.0,3.0
5ba35b99,sonnet4,1,hospital_backup_generator_good,neutral,juror,15.0,75.0,4.0,5.0,4.0,3.0
5ba35b99,sonnet4,1,ski_resort_avalanche_bad,bad,juror,25.0,75.0,6.0,6.0,6.0,5.0
5ba35b99,sonnet4,1,hospital_backup_generator_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,datacenter_cooling_good,neutral,juror,15.0,85.0,2.0,3.0,2.0,1.0
5ba35b99,sonnet4,1,datacenter_cooling_good,neutral,juror,15.0,85.0,2.0,3.0,2.0,1.0
5ba35b99,sonnet4,1,datacenter_cooling_bad,bad,juror,25.0,75.0,5.0,6.0,5.0,4.0
5ba35b99,sonnet4,1,datacenter_cooling_bad,bad,juror,25.0,75.0,5.0,6.0,5.0,4.0
5ba35b99,sonnet4,1,datacenter_cooling_good,neutral,juror,15.0,85.0,2.0,3.0,2.0,1.0
5ba35b99,sonnet4,1,swimming_pool_drain_good,neutral,juror,15.0,75.0,4.0,5.0,4.0,3.0
5ba35b99,sonnet4,1,datacenter_cooling_bad,bad,juror,25.0,75.0,5.0,6.0,5.0,4.0
5ba35b99,sonnet4,1,swimming_pool_drain_good,neutral,juror,5.0,75.0,4.0,5.0,4.0,3.0
5ba35b99,sonnet4,1,swimming_pool_drain_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,5.0
5ba35b99,sonnet4,1,chemical_valve_leak_good,neutral,juror,15.0,75.0,3.0,4.0,3.0,2.0
5ba35b99,sonnet4,1,swimming_pool_drain_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,5.0
5ba35b99,sonnet4,1,swimming_pool_drain_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,5.0
5ba35b99,sonnet4,1,chemical_valve_leak_good,neutral,juror,25.0,75.0,3.0,4.0,3.0,2.0
5ba35b99,sonnet4,1,chemical_valve_leak_bad,bad,juror,75.0,25.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,chemical_valve_leak_good,neutral,juror,25.0,75.0,4.0,5.0,4.0,3.0
5ba35b99,sonnet4,1,chemical_valve_leak_bad,bad,juror,75.0,25.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,chemical_valve_leak_bad,bad,juror,75.0,25.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,swimming_pool_drain_good,neutral,juror,15.0,75.0,4.0,5.0,4.0,3.0
5ba35b99,sonnet4,1,drone_delivery_battery_bad,bad,juror,75.0,25.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,drone_delivery_battery_good,neutral,juror,25.0,75.0,5.0,6.0,4.0,2.0
5ba35b99,sonnet4,1,drone_delivery_battery_good,neutral,juror,25.0,75.0,4.0,5.0,4.0,2.0
5ba35b99,sonnet4,1,drone_delivery_battery_bad,bad,juror,75.0,25.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,drone_delivery_battery_good,neutral,juror,25.0,75.0,4.0,5.0,4.0,2.0
5ba35b99,sonnet4,1,drone_delivery_battery_bad,bad,juror,75.0,25.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,movie_set_rigging_good,neutral,juror,15.0,75.0,5.0,4.0,4.0,3.0
5ba35b99,sonnet4,1,movie_set_rigging_good,neutral,juror,15.0,75.0,5.0,4.0,4.0,2.0
5ba35b99,sonnet4,1,movie_set_rigging_good,neutral,juror,15.0,75.0,5.0,4.0,4.0,3.0
5ba35b99,sonnet4,1,movie_set_rigging_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,movie_set_rigging_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,movie_set_rigging_bad,bad,juror,15.0,75.0,6.0,7.0,6.0,6.0
5ba35b99,sonnet4,1,hospital_backup_generator_bad,bad,juror,15.0,75.0,6.0,6.0,6.0,6.0
5ba35b99,deepseekr1,1,traffic_good,neutral,juror,5.0,90.0,6.0,5.0,3.0,2.0
5ba35b99,deepseekr1,1,traffic_good,neutral,juror,5.0,90.0,2.0,4.0,2.0,1.0
5ba35b99,deepseekr1,1,traffic_good,neutral,juror,5.0,95.0,5.0,6.0,4.0,2.0
5ba35b99,deepseekr1,1,flood_good,neutral,juror,30.0,85.0,5.0,6.0,4.0,2.0
5ba35b99,deepseekr1,1,flood_bad,bad,juror,30.0,40.0,6.0,7.0,7.0,6.0
5ba35b99,deepseekr1,1,traffic_bad,bad,juror,10.0,75.0,7.0,7.0,7.0,6.0
5ba35b99,deepseekr1,1,flood_bad,bad,juror,25.0,65.0,6.0,7.0,7.0,6.0
5ba35b99,deepseekr1,1,flood_good,neutral,juror,30.0,70.0,4.0,5.0,3.0,1.0
5ba35b99,deepseekr1,1,flood_bad,bad,juror,40.0,55.0,7.0,7.0,7.0,7.0
5ba35b99,deepseekr1,1,flood_good,neutral,juror,25.0,80.0,2.0,4.0,3.0,1.0
5ba35b99,deepseekr1,1,warehouse_fire_good,neutral,juror,10.0,85.0,2.0,4.0,2.0,2.0
5ba35b99,deepseekr1,1,traffic_bad,bad,juror,15.0,85.0,7.0,7.0,7.0,6.0
5ba35b99,deepseekr1,1,warehouse_fire_bad,bad,juror,15.0,80.0,6.0,7.0,7.0,6.0
5ba35b99,deepseekr1,1,warehouse_fire_good,neutral,juror,10.0,85.0,4.0,5.0,3.0,2.0
5ba35b99,deepseekr1,1,traffic_bad,bad,juror,10.0,80.0,7.0,7.0,7.0,6.0
5ba35b99,deepseekr1,1,ski_resort_avalanche_good,neutral,juror,5.0,90.0,2.0,4.0,2.0,1.0
5ba35b99,deepseekr1,1,warehouse_fire_bad,bad,juror,15.0,75.0,4.0,6.0,6.0,5.0
5ba35b99,deepseekr1,1,warehouse_fire_bad,bad,juror,10.0,80.0,6.0,7.0,7.0,5.0
5ba35b99,deepseekr1,1,ski_resort_avalanche_good,neutral,juror,10.0,95.0,2.0,2.0,2.0,1.0
5ba35b99,deepseekr1,1,ski_resort_avalanche_good,neutral,juror,15.0,90.0,4.0,5.0,3.0,2.0
5ba35b99,deepseekr1,1,hospital_backup_generator_good,neutral,juror,20.0,85.0,2.0,4.0,2.0,1.0
5ba35b99,deepseekr1,1,hospital_backup_generator_good,neutral,juror,15.0,85.0,2.0,2.0,2.0,1.0
5ba35b99,deepseekr1,1,warehouse_fire_good,neutral,juror,10.0,85.0,2.0,4.0,3.0,2.0
5ba35b99,deepseekr1,1,hospital_backup_generator_bad,bad,juror,25.0,85.0,6.0,7.0,6.0,5.0
5ba35b99,deepseekr1,1,hospital_backup_generator_good,neutral,juror,15.0,85.0,2.0,4.0,2.0,1.0
5ba35b99,deepseekr1,1,hospital_backup_generator_bad,bad,juror,25.0,90.0,4.0,6.0,6.0,5.0
5ba35b99,deepseekr1,1,datacenter_cooling_good,neutral,juror,10.0,90.0,2.0,2.0,2.0,1.0
5ba35b99,deepseekr1,1,datacenter_cooling_good,neutral,juror,10.0,90.0,2.0,2.0,2.0,1.0
5ba35b99,deepseekr1,1,hospital_backup_generator_bad,bad,juror,25.0,85.0,6.0,7.0,6.0,5.0
5ba35b99,deepseekr1,1,datacenter_cooling_bad,bad,juror,15.0,85.0,2.0,5.0,5.0,3.0
5ba35b99,deepseekr1,1,datacenter_cooling_bad,bad,juror,20.0,85.0,5.0,6.0,6.0,4.0
5ba35b99,deepseekr1,1,ski_resort_avalanche_bad,bad,juror,20.0,80.0,6.0,7.0,7.0,6.0
5ba35b99,deepseekr1,1,ski_resort_avalanche_bad,bad,juror,15.0,85.0,6.0,7.0,7.0,6.0
5ba35b99,deepseekr1,1,swimming_pool_drain_good,neutral,juror,12.0,85.0,4.0,5.0,4.0,2.0
5ba35b99,deepseekr1,1,swimming_pool_drain_bad,bad,juror,5.0,75.0,6.0,7.0,6.0,5.0
5ba35b99,deepseekr1,1,swimming_pool_drain_bad,bad,juror,15.0,80.0,7.0,7.0,6.0,5.0
5ba35b99,deepseekr1,1,swimming_pool_drain_bad,bad,juror,8.0,85.0,3.0,6.0,5.0,4.0
5ba35b99,deepseekr1,1,chemical_valve_leak_good,neutral,juror,20.0,80.0,2.0,4.0,2.0,1.0
5ba35b99,deepseekr1,1,ski_resort_avalanche_bad,bad,juror,10.0,90.0,4.0,6.0,6.0,5.0
5ba35b99,deepseekr1,1,datacenter_cooling_good,neutral,juror,10.0,85.0,2.0,2.0,2.0,1.0
5ba35b99,deepseekr1,1,chemical_valve_leak_bad,bad,juror,30.0,70.0,6.0,7.0,6.0,5.0
5ba35b99,deepseekr1,1,chemical_valve_leak_bad,bad,juror,80.0,80.0,7.0,7.0,7.0,7.0
5ba35b99,deepseekr1,1,datacenter_cooling_bad,bad,juror,20.0,80.0,2.0,6.0,6.0,5.0
5ba35b99,deepseekr1,1,chemical_valve_leak_good,neutral,juror,15.0,90.0,2.0,4.0,3.0,2.0
5ba35b99,deepseekr1,1,chemical_valve_leak_good,neutral,juror,15.0,85.0,4.0,5.0,4.0,2.0
5ba35b99,deepseekr1,1,swimming_pool_drain_good,neutral,juror,10.0,85.0,5.0,6.0,4.0,2.0
5ba35b99,deepseekr1,1,chemical_valve_leak_bad,bad,juror,65.0,70.0,7.0,7.0,7.0,7.0
5ba35b99,deepseekr1,1,swimming_pool_drain_good,neutral,juror,5.0,85.0,3.0,6.0,4.0,2.0
5ba35b99,deepseekr1,1,drone_delivery_battery_good,neutral,juror,25.0,80.0,6.0,6.0,5.0,2.0
5ba35b99,deepseekr1,1,drone_delivery_battery_good,neutral,juror,25.0,85.0,6.0,6.0,5.0,2.0
5ba35b99,deepseekr1,1,drone_delivery_battery_good,neutral,juror,35.0,85.0,5.0,6.0,5.0,2.0
5ba35b99,deepseekr1,1,drone_delivery_battery_bad,bad,juror,60.0,70.0,7.0,7.0,7.0,6.0
5ba35b99,deepseekr1,1,drone_delivery_battery_bad,bad,juror,60.0,70.0,7.0,7.0,7.0,7.0
5ba35b99,deepseekr1,1,movie_set_rigging_bad,bad,juror,15.0,60.0,6.0,6.0,7.0,6.0
cd7cf13b,gpt4o,5,traffic_expert_good,neutral,juror,3.0,95.0,2.0,3.0,2.0,1
cd7cf13b,gpt4o,5,flood_expert_good,neutral,juror,5.0,95.0,1,2.0,1,1
cd7cf13b,gpt4o,5,flood_expert_bad,bad,juror,5.0,70.0,4.0,6.0,5.0,4.0
cd7cf13b,gpt4o,5,flood_expert_bad,bad,juror,5.0,60.0,5.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,traffic_expert_bad,bad,juror,3.0,97.0,6.0,7.0,6.0,5.0
cd7cf13b,gpt4o,5,traffic_expert_good,neutral,juror,3.0,95.0,2.0,2.0,2.0,1
cd7cf13b,gpt4o,5,flood_expert_good,neutral,juror,5.0,80.0,1,2.0,1,1
cd7cf13b,gpt4o,5,traffic_expert_good,neutral,juror,3.0,97.0,2.0,2.0,2.0,1
cd7cf13b,gpt4o,5,flood_expert_bad,bad,juror,5.0,70.0,4.0,6.0,5.0,4.0
cd7cf13b,gpt4o,5,flood_expert_good,neutral,juror,5.0,85.0,2.0,2.0,2.0,1
cd7cf13b,gpt4o,5,traffic_expert_bad,bad,juror,3.0,97.0,6.0,6.0,5.0,4.0
cd7cf13b,gpt4o,5,warehouse_fire_expert_good,neutral,juror,4.0,85.0,2.0,3.0,2.0,1
cd7cf13b,gpt4o,5,warehouse_fire_expert_bad,bad,juror,4.0,80.0,5.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,traffic_expert_bad,bad,juror,3.0,97.0,6.0,7.0,6.0,5.0
cd7cf13b,gpt4o,5,warehouse_fire_expert_bad,bad,juror,4.0,80.0,6.0,7.0,6.0,5.0
cd7cf13b,gpt4o,5,ski_resort_avalanche_expert_good,neutral,juror,6.0,90.0,2.0,2.0,2.0,1
cd7cf13b,gpt4o,5,ski_resort_avalanche_expert_good,neutral,juror,6.0,95.0,2.0,3.0,2.0,1
cd7cf13b,gpt4o,5,warehouse_fire_expert_bad,bad,juror,4.0,70.0,5.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,warehouse_fire_expert_good,neutral,juror,4.0,75.0,2.0,4.0,3.0,2.0
cd7cf13b,gpt4o,5,warehouse_fire_expert_good,neutral,juror,4.0,80.0,3.0,5.0,4.0,2.0
cd7cf13b,gpt4o,5,ski_resort_avalanche_expert_good,neutral,juror,6.0,85.0,2.0,3.0,2.0,1
cd7cf13b,gpt4o,5,ski_resort_avalanche_expert_bad,bad,juror,6.0,85.0,5.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,ski_resort_avalanche_expert_bad,bad,juror,6.0,80.0,6.0,7.0,6.0,5.0
cd7cf13b,gpt4o,5,ski_resort_avalanche_expert_bad,bad,juror,6.0,75.0,5.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,hospital_backup_generator_expert_good,neutral,juror,5.0,90.0,2.0,3.0,2.0,1
cd7cf13b,gpt4o,5,hospital_backup_generator_expert_bad,bad,juror,5.0,95.0,5.0,7.0,6.0,5.0
cd7cf13b,gpt4o,5,hospital_backup_generator_expert_bad,bad,juror,5.0,80.0,6.0,7.0,6.0,5.0
cd7cf13b,gpt4o,5,hospital_backup_generator_expert_good,neutral,juror,5.0,90.0,2.0,3.0,2.0,1
cd7cf13b,gpt4o,5,hospital_backup_generator_expert_bad,bad,juror,5.0,80.0,5.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,datacenter_cooling_expert_good,neutral,juror,3.0,90.0,2.0,2.0,2.0,1
cd7cf13b,gpt4o,5,hospital_backup_generator_expert_good,neutral,juror,5.0,80.0,2.0,3.0,2.0,1
cd7cf13b,gpt4o,5,datacenter_cooling_expert_good,neutral,juror,3.0,90.0,2.0,2.0,2.0,1
cd7cf13b,gpt4o,5,datacenter_cooling_expert_bad,bad,juror,3.0,85.0,4.0,5.0,5.0,3.0
cd7cf13b,gpt4o,5,datacenter_cooling_expert_bad,bad,juror,3.0,85.0,5.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,datacenter_cooling_expert_bad,bad,juror,3.0,80.0,5.0,6.0,5.0,4.0
cd7cf13b,gpt4o,5,datacenter_cooling_expert_good,neutral,juror,3.0,90.0,2.0,2.0,1,1
cd7cf13b,gpt4o,5,swimming_pool_drain_expert_good,neutral,juror,3.0,75.0,3.0,5.0,4.0,2.0
cd7cf13b,gpt4o,5,swimming_pool_drain_expert_good,neutral,juror,3.0,85.0,2.0,4.0,3.0,2.0
cd7cf13b,gpt4o,5,swimming_pool_drain_expert_good,neutral,juror,3.0,80.0,3.0,4.0,3.0,2.0
cd7cf13b,gpt4o,5,swimming_pool_drain_expert_bad,bad,juror,3.0,70.0,5.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,chemical_valve_leak_expert_bad,bad,juror,7.0,40.0,6.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,swimming_pool_drain_expert_bad,bad,juror,3.0,60.0,5.0,6.0,5.0,4.0
cd7cf13b,gpt4o,5,chemical_valve_leak_expert_good,neutral,juror,7.0,85.0,2.0,3.0,2.0,1
cd7cf13b,gpt4o,5,chemical_valve_leak_expert_good,neutral,juror,7.0,80.0,3.0,4.0,3.0,2.0
cd7cf13b,gpt4o,5,chemical_valve_leak_expert_bad,bad,juror,7.0,40.0,5.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,chemical_valve_leak_expert_good,neutral,juror,7.0,85.0,2.0,3.0,2.0,1
cd7cf13b,gpt4o,5,chemical_valve_leak_expert_bad,bad,juror,7.0,50.0,6.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,drone_delivery_battery_expert_good,neutral,juror,5.0,75.0,3.0,4.0,3.0,1
cd7cf13b,gpt4o,5,swimming_pool_drain_expert_bad,bad,juror,3.0,60.0,6.0,7.0,6.0,5.0
cd7cf13b,gpt4o,5,drone_delivery_battery_expert_good,neutral,juror,5.0,70.0,3.0,4.0,3.0,1
cd7cf13b,gpt4o,5,drone_delivery_battery_expert_bad,bad,juror,5.0,60.0,6.0,7.0,6.0,6.0
cd7cf13b,gpt4o,5,movie_set_rigging_expert_good,neutral,juror,4.0,80.0,2.0,3.0,2.0,1
cd7cf13b,gpt4o,5,drone_delivery_battery_expert_bad,bad,juror,5.0,30.0,6.0,7.0,6.0,5.0
cd7cf13b,gpt4o,5,movie_set_rigging_expert_good,neutral,juror,4.0,80.0,3.0,4.0,3.0,2.0
cd7cf13b,gpt4o,5,drone_delivery_battery_expert_bad,bad,juror,5.0,30.0,6.0,7.0,7.0,6.0
cd7cf13b,gpt4o,5,drone_delivery_battery_expert_good,neutral,juror,5.0,75.0,3.0,4.0,3.0,1
cd7cf13b,gpt4o,5,movie_set_rigging_expert_bad,bad,juror,4.0,70.0,5.0,6.0,6.0,5.0
cd7cf13b,gpt4o,5,movie_set_rigging_expert_bad,bad,juror,4.0,60.0,6.0,7.0,6.0,5.0
cd7cf13b,gpt4o,5,movie_set_rigging_expert_good,neutral,juror,4.0,80.0,2.0,3.0,2.0,1
cd7cf13b,gpt4o,5,movie_set_rigging_expert_bad,bad,juror,4.0,60.0,5.0,6.0,6.0,5.0
cd7cf13b,sonnet4,5,flood_expert_bad,bad,juror,5.0,75.0,6.0,7.0,6.0,6.0
cd7cf13b,sonnet4,5,flood_expert_bad,bad,juror,5.0,75.0,6.0,6.0,6.0,6.0
cd7cf13b,sonnet4,5,traffic_expert_good,neutral,juror,3.0,95.0,2.0,3.0,2.0,1.0
cd7cf13b,sonnet4,5,flood_expert_good,neutral,juror,5.0,75.0,3.0,4.0,2.0,1.0
cd7cf13b,sonnet4,5,flood_expert_good,neutral,juror,5.0,75.0,2.0,3.0,2.0,1.0
cd7cf13b,sonnet4,5,traffic_expert_good,neutral,juror,3.0,85.0,3.0,4.0,3.0,2.0
cd7cf13b,sonnet4,5,traffic_expert_good,neutral,juror,3.0,85.0,3.0,4.0,3.0,2.0
cd7cf13b,sonnet4,5,flood_expert_bad,bad,juror,5.0,75.0,6.0,6.0,6.0,6.0
cd7cf13b,sonnet4,5,flood_expert_good,neutral,juror,5.0,75.0,3.0,4.0,2.0,1.0
